Title,Location,Company,Posting,Salary
Senior Data Analyst,Jakarta Raya,PT Aplikasi Karya Anak Bangsa (GO-JEK Indonesia),30+ hari yang lalu,N/A
Marketing Coal & Mineral Supervisor,Jakarta Pusat,PT Leon Testing And Consultancy,19 hari yang lalu,N/A
HEAD OF QUANTITY SURVEYOR (GM LEVEL),Jakarta Selatan,N/A,1 hari yang lalu,N/A
Associate – Manager of Energy Transition,Jakarta Raya,PwC Indonesia,25 hari yang lalu,N/A
Sales Executive,Jakarta Selatan,N/A,15 hari yang lalu,Rp 6.000.000 – Rp 8.000.000 per month
Supervisor Marketing Tube 2W,Jakarta Utara,PT Mitra Rubber Industries,2 hari yang lalu,"Rp 7,500,000 – Rp 8,500,000 per month"
Senior Interaction Designer (UX Designer),Jakarta Raya,PT Trinusa Travelindo,30+ hari yang lalu,N/A
SAP FICO Consultant,Jakarta Raya,PT Accenture,12 hari yang lalu,N/A
ERP Project Manager,Jakarta Pusat,PT Hashmicro Solusi Indonesia,28 hari yang lalu,N/A
M - Distribution Compensation,Jakarta Raya,PT Prudential Life Assurance,14 hari yang lalu,N/A
Business Development Manager,Jakarta Pusat,N/A,29 hari yang lalu,N/A
SALES SUPPORT (PRICING),Jakarta Raya,PT NNR RPX Global Logistics Indonesia,5 hari yang lalu,N/A
Leasing Administration Staff – Mall of Indonesia,Jakarta Raya,ASRI (a subsidiary of Agung Sedayu Group),30+ hari yang lalu,N/A
Lowongan Kerja Architect/Functional Analyst SD,Jakarta Raya,"PT SMART,Tbk",14 hari yang lalu,N/A
Accounts Executive,Jakarta Utara,Bansam Sdn Bhd,25 hari yang lalu,"Rp 6,750,000 – Rp 8,350,000 per month"
Marketing Administrator (Import),Kabupaten Bekasi,PT Thai Seng Indonesia,29 hari yang lalu,Rp 5.560.000 – Rp 7.000.000 per month
Sales Japanese N2,Jakarta Selatan,PT Trust Recruit Indonesia,13 hari yang lalu,Rp 9.000.000 – Rp 12.000.000 per month
SAP Plant Maintenance (PM),Jakarta Raya,PT Accenture,30+ hari yang lalu,N/A
Business Relationship Officer,Jakarta Utara,"PT. BFI FINANCE INDONESIA, Tbk",8 hari yang lalu,N/A
Commercial Specialist (B2B) for Sugar & Flour Products (Jakarta & Surabaya),Jakarta Raya,FKS Group,28 hari yang lalu,N/A
Relationship Manager Corporate Banking,Kecamatan Tangerang,"PT. BFI FINANCE INDONESIA, Tbk",8 hari yang lalu,N/A
KOL Specialist,Jakarta Utara,PT DECISION TREE INDONESIA,1 jam yang lalu,Rp 6.000.000 – Rp 9.000.000 per month
Junior Project Developer (Footwear),Cikarang,PT. framas Indonesia,26 hari yang lalu,N/A
"Property Manager (Jakarta, Indonesia)",Jakarta Raya,C&W SERVICES (S) PTE. LTD.,1 hari yang lalu,N/A
Relationship Manager Funding - Bank Luna,Serpong,PT Lunaria Annua Teknologi (KoinWorks),1 hari yang lalu,N/A
Strategy & Business Planning Specialist,Kecamatan Tangerang,"PT. BFI FINANCE INDONESIA, Tbk",8 hari yang lalu,N/A
Security Engineer - Offensive Security,Jakarta Raya,PT Trinusa Travelindo,30+ hari yang lalu,N/A
SAP ABAP Consultant,Jakarta Barat,"PT. Metrodata Electronics, Tbk",13 hari yang lalu,N/A
Export Sales Specialist (Australia & New Zealand),Jakarta Raya,ASIA PULP AND PAPER,20 hari yang lalu,N/A
Account Executive (Tangerang),Kecamatan Tangerang,PT GOTO GOJEK TOKOPEDIA TBK,6 hari yang lalu,N/A
Credit Control/Finance,Jakarta Barat,N/A,14 hari yang lalu,N/A
Senior Fashion Designer - Menswear,Jakarta Selatan,Busana Apparel Group,23 hari yang lalu,N/A
Programme Management Officer - Innovation (Retainer),Jakarta Raya,UNOPS (United Nations Office for Project Services),6 hari yang lalu,N/A
Relationship Manager Corporate Funding,Jakarta Selatan,PT Bank CTBC Indonesia,8 hari yang lalu,N/A
Lowongan Kerja Architect/Functional Analyst SD,Jakarta Raya,"PT SMART,Tbk",14 hari yang lalu,N/A
Apprenticeship - Product Marketing,Jakarta Selatan,PT Prudential Life Assurance,22 hari yang lalu,N/A
Leasing Administration Staff – Mall of Indonesia,Jakarta Raya,ASRI (a subsidiary of Agung Sedayu Group),30+ hari yang lalu,N/A
Permit Handling Unit Head,Tangerang,PT PAM Lyonnaise Jaya (Palyja),1 hari yang lalu,Rp 6.500.000 – Rp 9.750.000 per month
Field Operator,Jakarta Utara,N/A,7 hari yang lalu,N/A
Commercial Specialist (B2B) for Sugar & Flour Products (Jakarta & Surabaya),Jakarta Raya,FKS Group,28 hari yang lalu,N/A
SAP Plant Maintenance (PM),Jakarta Raya,PT Accenture,30+ hari yang lalu,N/A
Sales Data Support Team Leader (Mandarin Speaker),Jakarta Utara,PT. ALPEN FOOD INDUSTRY,8 hari yang lalu,N/A
Specification Executive,Jakarta Utara,PT Nipsea Paint & Chemicals,2 hari yang lalu,N/A
Financial Analyst Executive,Jakarta Utara,PT New Priok Container Terminal One,11 hari yang lalu,N/A
Account Manager,Jakarta Barat,PT Bhineka Solusi Infotama,8 hari yang lalu,N/A
Business Development Manager - Retail,Jakarta Selatan,EBS Nasional Indonesia,17 hari yang lalu,Rp 15.000.000 – Rp 22.500.000 per month
Export Sales Specialist (Australia & New Zealand),Jakarta Raya,ASIA PULP AND PAPER,20 hari yang lalu,N/A
Programme Management Officer - Innovation (Retainer),Jakarta Raya,UNOPS (United Nations Office for Project Services),6 hari yang lalu,N/A
Security Engineer - Offensive Security,Jakarta Raya,PT Trinusa Travelindo,30+ hari yang lalu,N/A
Tax Operation Staff,Jakarta Timur,PT Dharma Satya Nusantara Tbk,1 jam yang lalu,N/A
Marketing Coal & Mineral Supervisor,Jakarta Pusat,PT Leon Testing And Consultancy,19 hari yang lalu,N/A
SALES SOLAR PANEL (SUBSIDIARIES),Jakarta Selatan,"PT AKR Corporindo, Tbk",20 hari yang lalu,N/A
Tenant Leasing Senior Staff (AEON MALL BSD CITY),Kabupaten Tangerang,PT Aeon Mall Indonesia,12 hari yang lalu,N/A
Market Development Executive - Cable (Marine/Maritime) (B-118138),Jakarta Barat,RGF HR Agent Indonesia,28 hari yang lalu,Rp 9.000.000 – Rp 12.000.000 per month
Customer Service Quality Assurance - English,Jakarta Barat,PT Rajawali Berdikari Indonesia,1 hari yang lalu,Rp 5.000.000 – Rp 7.000.000 per month
Sales Executive,Jakarta Barat,PT Pro-Int Dinamika,7 hari yang lalu,N/A
Relationship Manager Business,Jakarta Barat,"PT Bank Permata, Tbk",6 hari yang lalu,N/A
Apprenticeship - Product Development,Jakarta Selatan,PT Prudential Life Assurance,19 hari yang lalu,N/A
Business Development,Jakarta Utara,PT Marselus Global Makmur,12 hari yang lalu,Rp 5.100.000 – Rp 6.000.000 per month
Senior Visual Designer (UI/UX Designer),Jakarta Raya,PT Trinusa Travelindo,30+ hari yang lalu,N/A
Customer Support (Mandarin Speaker),Jakarta Utara,PT Jet Internasional Logistik,22 hari yang lalu,N/A
Japanese Interpreter,Jakarta Pusat,PT. DYM Medical Indonesia,15 hari yang lalu,Rp 15.000.000 – Rp 18.000.000 per month
Sales Admin,Jakarta Utara,PT AAF International Indonesia,15 hari yang lalu,"Rp 5,000,000 – Rp 7,000,000 per month"
Electrical Engineer (EPC),Jakarta Utara,Obayashi-Wijaya Karya-Jaya Konstruksi-JFE Engineering Joint Venture,1 hari yang lalu,N/A
Retail Sales Airconditioning Utility Business,Tangerang,PT Daikin Airconditioning Indonesia,23 jam yang lalu,Rp 10.200.000 – Rp 10.700.000 per month
Regional Sales Manager - Insurance (Jabodetabek),Jakarta Raya,PT Dwi Cermat Indonesia,7 hari yang lalu,N/A
Sales Executive (Chemicals),Jakarta Raya,N/A,26 hari yang lalu,"Rp 7,500,000 – Rp 11,000,000 per month"
Branch Manager - Aesthetic Clinic (Jakarta Utara),Jakarta Raya,N/A,22 hari yang lalu,N/A
Logistic,Jakarta Raya,N/A,6 hari yang lalu,N/A
Security Staff – PIK Avenue & ASHTA,Jakarta Raya,ASRI (a subsidiary of Agung Sedayu Group),30+ hari yang lalu,N/A
Shipping Specialist - Manufacturing,Jakarta Raya,PT Michael Page Internasional Indonesia,29 hari yang lalu,N/A
Project Specifier,Kebon Jeruk,PT Hema Medhajaya,5 hari yang lalu,N/A
Business Development Manager,Jakarta Selatan,PT Avows Technologies,14 hari yang lalu,N/A
Account Manager (PC Component),Jakarta Raya,"MSI Pacific International Holding CO,LTD",18 hari yang lalu,N/A
Internal Auditor Senior,Jakarta Barat,PT Jakarta Digital Nusantara,13 hari yang lalu,Rp 5.500.000 – Rp 6.500.000 per month
DevOps Engineer,Jakarta Selatan,PT Amman Mineral Nusa Tenggara,15 hari yang lalu,N/A
Fit Out / Production Supervisor,Jakarta Selatan,SKINTIFIC,7 hari yang lalu,N/A
Sales Supervisor (Shipping),Jakarta Selatan,PT Container Maritime Activities,22 hari yang lalu,N/A
Account Executive,Jakarta Utara,PT INSERASENA (POLYGON GROUP),29 hari yang lalu,N/A
Tenant Relation – F&B Supervisor – Menara Jakarta,Jakarta Raya,ASRI (a subsidiary of Agung Sedayu Group),30+ hari yang lalu,N/A
Air Pricing - Freight Forwarding,Jakarta Pusat,PT Dexter Eurekatama (Dexter Cargo),16 hari yang lalu,Rp 6.000.000 – Rp 9.000.000 per month
Horeca Marketing Supervisor,Jakarta Timur,PT Niaga Nusa Abadi,21 hari yang lalu,N/A
Marketing Intelligence Staff,Jakarta Barat,Yayasan Bina Nusantara,5 hari yang lalu,N/A
Chief Engineering,Jakarta Raya,PT Tokyu Property Management Indonesia,16 hari yang lalu,N/A
Venue Manager,Jakarta Selatan,C SPORT CENTER,19 hari yang lalu,N/A
Procurement Assistant Manager (Mandarin Speaking),Jakarta Selatan,PT ABC President Indonesia,29 hari yang lalu,N/A
Building Manager,Jakarta Raya,PT Tokyu Property Management Indonesia,16 hari yang lalu,N/A
Software Engineer (ERP),Jakarta Selatan,PT Sepulsa Teknologi Indonesia (Jakarta),6 hari yang lalu,N/A
Regional Performance Marketing Manager,Jakarta Pusat,Inspire Brands Asia,4 hari yang lalu,N/A
Engineering Staff – Menara Jakarta,Jakarta Raya,ASRI (a subsidiary of Agung Sedayu Group),30+ hari yang lalu,N/A
FINANCE AND ADMIN MANAGER,Jakarta Utara,PT Agro Tradisi,8 hari yang lalu,N/A
Healthcare Nutrition Data Excellence Supervisor,Jakarta Raya,Danone Indonesia,30+ hari yang lalu,N/A
CDP Pastry,Jakarta Raya,Mamitoko Store,21 hari yang lalu,N/A
Mandarin Speaker,Jakarta Raya,PT Miniso Lifestyle Trading Indonesia (Miniso Indonesia),21 hari yang lalu,N/A
IT ERP (SAP) Functional Staff,Jakarta Selatan,PT Bayan Resources,2 hari yang lalu,N/A
Content Marketing Intern,Jakarta Raya,PT Global Tiket Network,30+ hari yang lalu,N/A
Account Executive,Jakarta Pusat,SAMORA GROUP,8 hari yang lalu,N/A
Account Executive,Jakarta Raya,PT. Tiki Jalur Nugraha Ekakurir ( JNE),6 hari yang lalu,Rp 5.000.000 – Rp 6.500.000 per month
Senior Network Engineer Specialist,Jakarta Raya,"PT. Metrodata Electronics, Tbk",26 hari yang lalu,N/A
Branch/POS Office Head,Jakarta Raya,PT MNC Asuransi Indonesia,8 hari yang lalu,N/A
Casual Leasing Staff,Jakarta Utara,ASRI (a subsidiary of Agung Sedayu Group),27 hari yang lalu,N/A
GEA Staff – Mall of Indonesia,Jakarta Raya,ASRI (a subsidiary of Agung Sedayu Group),22 hari yang lalu,N/A
Business Development Intern,Jakarta Utara,PT. Kredit Utama Fintech Indonesia,7 hari yang lalu,"IDR 2,500,000 - 3,000,000"
Syndication Department Head,Jakarta Raya,Lembaga Pembiayaan Ekspor Indonesia (Indonesia Eximbank),12 hari yang lalu,N/A
Personal Trainer,Jakarta Selatan,PT Welsome Nobasu Indonesia,21 hari yang lalu,N/A
IT Sales Executive (Fresh Graduate),Jakarta Barat,PT Pro-Int Dinamika,26 hari yang lalu,N/A
Social Media and Content Specialist,Ciracas,PT Arcomega Digital Perkasa,6 hari yang lalu,N/A
Project Manager (Packaging Development) - WFO - Jakarta (ID: 683001),Jakarta Selatan,PT. PERSOLKELLY Recruitment Indonesia,18 hari yang lalu,N/A
Security & Parking Supervisor – Menara Jakarta,Jakarta Raya,ASRI (a subsidiary of Agung Sedayu Group),30+ hari yang lalu,N/A
Client Advisor,Jakarta Raya,PT Mogems Putri International,28 hari yang lalu,Rp 5.396.761 – Rp 5.500.000 per month
Manager Outsourcing - Accounting Services,Jakarta Raya,Mazars Indonesia,20 hari yang lalu,N/A
Derivative & Risk Manager,Jakarta Selatan,PT Amman Mineral Nusa Tenggara,28 hari yang lalu,N/A
Network Engineer,Jakarta Pusat,PT Bursa Komoditi Dan Derivatif Indonesia,12 hari yang lalu,N/A
Opportunities for Everyone,Jakarta Raya,PT Global Yimi Cargo (J&T Cargo),26 hari yang lalu,N/A
Aesthetics & Wellness Manager,Jakarta Raya,Vlife Medical,28 hari yang lalu,N/A
Site Manager Electrical / Mechanical (Data Center),Jakarta Raya,PT Accesstech Super Jaya,28 hari yang lalu,N/A
Senior Account Executive,Jakarta Barat,PT. Mitra Iswara & Rorimpandey,14 hari yang lalu,Rp 7.000.000 – Rp 10.000.000 per month
IB MYP/DP Economics Teacher - BINUS SCHOOL Simprug,Jakarta Selatan,Yayasan Bina Nusantara,18 hari yang lalu,N/A
Lowongan Kerja Oil Transfer Control,Jakarta Raya,"PT SMART,Tbk",30+ hari yang lalu,N/A
SOP Supervisor,Jakarta Barat,PT Takari Kokoh Sejahtera,14 hari yang lalu,N/A
BIM Modeller,Jakarta Barat,PT Draco Internasional,27 hari yang lalu,N/A
Account Executive,Jakarta Pusat,PT Robere Manajemen Indonesia,21 hari yang lalu,N/A
Factory Manager / Production Manager (Special Pizza),Jakarta Selatan,PT GOPIZZA Global Indonesia,28 hari yang lalu,N/A
"Management Information System - SR. Analyst, GA & Analytics #2",Jakarta Raya,PT Freeport Indonesia,13 hari yang lalu,N/A
Live Streaming Supervisor,Jakarta Utara,PT Miniso Lifestyle Trading Indonesia (Miniso Indonesia),16 hari yang lalu,N/A
Maintenance Sales,Jakarta Selatan,PT Daikin Airconditioning Indonesia,15 hari yang lalu,Rp 10.200.000 – Rp 10.400.000 per month
General Manager Operations - Chinese Brand Restaurant,Jakarta Raya,Boga Group,6 hari yang lalu,N/A
Telecom System Engineer,Jakarta Selatan,PT Leap Networks Indonesia,11 hari yang lalu,N/A
Claim Payment (Contract Basis/Direct Contract),Jakarta Raya,PT Prudential Life Assurance,6 hari yang lalu,N/A
Sales Executive - Building Material,Jakarta Selatan,PT Trust Recruit Indonesia,15 hari yang lalu,Rp 8.000.000 – Rp 11.000.000 per month
Japanese Speaker Sales Service Officer (Open for FG) - Bank - Cikarang(A-122976),Cikarang Selatan,RGF HR Agent Indonesia,7 hari yang lalu,Rp 6.000.000 per month
Continuous Improvement-Cimanggis WH. Indonesia,Cimanggis,LAZADA.CO.ID,28 hari yang lalu,N/A
Sales Trainee Bootcamp,Jakarta Raya,PT Adi Sarana Armada (Assa Rent),8 hari yang lalu,N/A
Repair and Spare Part Sales Officer,Jakarta Raya,PT. Berca Schindler Lifts,26 hari yang lalu,N/A
Supervisor Marketing Tube 2W,Jakarta Utara,PT Mitra Rubber Industries,2 hari yang lalu,"Rp 7,500,000 – Rp 8,500,000 per month"
Chief Engineering,Jakarta Raya,PT Tokyu Property Management Indonesia,16 hari yang lalu,N/A
Accounts Executive,Jakarta Utara,Bansam Sdn Bhd,25 hari yang lalu,"Rp 6,750,000 – Rp 8,350,000 per month"
Business Analyst Intern,Jakarta Raya,PT Trinusa Travelindo,30+ hari yang lalu,N/A
Senior Auditor,Jakarta Raya,Kantor Akuntan Publik Suharli Sugiharto & Rekan,11 hari yang lalu,N/A
Budget & Cost Control,Jakarta Utara,PT Pancaran Samudera Transport,3 jam yang lalu,N/A
Data Engineer,Jakarta Selatan,PT Amman Mineral Nusa Tenggara,15 hari yang lalu,N/A
Senior Digital Product Owner,Kecamatan Tangerang,"PT. BFI FINANCE INDONESIA, Tbk",19 hari yang lalu,N/A
Sales Executive (Middle East),Jakarta Pusat,ASIA PULP AND PAPER,29 hari yang lalu,N/A
Digital Marketing Specilist,Jakarta Barat,Lencir Indonesia,5 hari yang lalu,Rp 5.400.000 – Rp 6.000.000 per month
Production Supervisor,Citeureup,PT Ecolab International Indonesia,20 hari yang lalu,N/A
Part-Time Mandarin Teacher,Serpong,Sekolah Cikal,29 hari yang lalu,N/A
Accounting & Tax,Jakarta Barat,N/A,22 hari yang lalu,N/A
Supply Planner (Contract),Cikarang Selatan,PT Ecolab International Indonesia,20 hari yang lalu,N/A
Graphic Designer (Mandarin Speaker),Tangerang,PT. RUIJIN TRADE INDONESIA JAYA,12 hari yang lalu,Rp 8.000.000 – Rp 10.000.000 per month
Sales Staff (Japanese Speaker),Cikarang,PT Peoplyee Tech Indonesia,7 hari yang lalu,Rp 7.500.000 – Rp 9.000.000 per month
Sales Executive,Tangerang Selatan,Sinar Mas Land,5 hari yang lalu,N/A
System Support Coordinator,Jakarta Selatan,PT Daraya Gayanti Grup,29 hari yang lalu,Rp 6.000.000 – Rp 7.500.000 per month
IT System Analyst (Banking),Jakarta Selatan,PT Lawencon Internasional,22 hari yang lalu,N/A
E-commerce Specialist (Supervisor),Jakarta Timur,N/A,11 hari yang lalu,N/A
Logistic,Jakarta Raya,N/A,6 hari yang lalu,N/A
CS IMPORT OPERATION STAFF,Jakarta Raya,PT TGL INDONESIA LOGISTICS,1 hari yang lalu,N/A
Export Import Manager,Jakarta Selatan,PT Everde Global Mineral,14 hari yang lalu,N/A
Content Creator & Brand Collaborator,Jakarta Selatan,PT Matahari Alka Indonesia,28 hari yang lalu,N/A
Business Relationship Officer,Jakarta Utara,"PT. BFI FINANCE INDONESIA, Tbk",8 hari yang lalu,N/A
INTERIOR DESIGNER,Jakarta Pusat,Atelli Furniture Interior,8 hari yang lalu,Rp 6.000.000 – Rp 7.000.000 per month
Export Sales Assistant Manager,Kabupaten Bogor,PT Elangperdana Tyre Industry,8 hari yang lalu,N/A
R2 Refinancing Staff (Refi),Kecamatan Tangerang,PT Indomobil Finance Indonesia,20 hari yang lalu,N/A
Depo Manager,Jakarta Utara,PT GFC Indonesia Terminal,21 hari yang lalu,Rp 12.000.000 – Rp 15.000.000 per month
Legal Specialist,Jakarta Selatan,PT Empat Mitra Indika Tenaga Surya,18 hari yang lalu,N/A
Manager Warehouse,Tigaraksa,PT. Primarajuli Sukses,22 hari yang lalu,N/A
IT TECHNICAL SPECIALIST,Tangerang Selatan,PT Tripatra Engineers & Constructors,8 hari yang lalu,Rp 6.500.000 – Rp 8.500.000 per month
IT Support,Jakarta Utara,PT Domino Printing Indonesia,15 hari yang lalu,N/A
SECRETARY,Jakarta Pusat,PT Permata Otomotif Indonesia,30+ hari yang lalu,Rp 5.500.000 – Rp 7.000.000 per month
Building Manager,Jakarta Utara,N/A,30+ hari yang lalu,N/A
PERSONAL ASSISTANT CEO,Jakarta Selatan,N/A,5 hari yang lalu,Rp 10.000.000 – Rp 15.000.000 per month
Staff Tender Specialist,Jakarta Utara,PT Berkat Sumber Rizki,5 hari yang lalu,Rp 7.000.000 – Rp 9.000.000 per month
IT Staff,Jakarta Selatan,KNIGHT FRANK,13 hari yang lalu,N/A
Senior Purchasing Specialist (Food Category),Jakarta Barat,KKV INTERNATIONAL INDONESIA,23 hari yang lalu,N/A
Procurement Staff,Jakarta Selatan,PT. ESCO Teknologi Integrasi,16 hari yang lalu,N/A
Purchasing Staff,Kabupaten Tangerang,PT Indo Porcelain,28 hari yang lalu,N/A
Graphic Designer (Jakarta Barat),Jakarta Barat,PT Showty Global International,26 hari yang lalu,N/A
Marketing Communication (Sunter),Jakarta Utara,PT Showty Global International,26 hari yang lalu,Rp 5.500.000 – Rp 7.000.000 per month
Global Export Service,Jakarta Selatan,WINGS Group,21 hari yang lalu,N/A
Tax Staff,Jakarta Pusat,PT Mitsubishi Electric Indonesia,8 hari yang lalu,N/A
EXPORT - IMPORT ADMINISTRATION STAFF,Jakarta Barat,PT Pahala Bahari Nusantara,1 hari yang lalu,N/A
Maintenance Supervisor (Jabodetabek),Jakarta Selatan,PT Jaya Digital Properti,19 hari yang lalu,N/A
SOP & Risk Management Officer,Jakarta Barat,PT Asuransi Mitra Pelindung Mustika,19 hari yang lalu,N/A
HR & GA (Construction Experienced),Jakarta Utara,Obayashi-Wijaya Karya-Jaya Konstruksi-JFE Engineering Joint Venture,21 hari yang lalu,N/A
HR Manager for Operation,Jakarta Barat,PT Inovasi Terdepan Nusantara,27 hari yang lalu,N/A
SALES ADMIN STAFF FOR FOOD DIVISION,Jakarta Pusat,PT Mitsui Indonesia,27 hari yang lalu,N/A
Industrial Relation Staff,Jakarta Pusat,PT Miniso Lifestyle Trading Indonesia (Miniso Indonesia),20 hari yang lalu,N/A
Product Development Specialist,Jakarta Barat,PT Rohto Laboratories Indonesia,9 hari yang lalu,N/A
Event Specialist,Jakarta Pusat,PT Daikin Airconditioning Indonesia,20 hari yang lalu,Rp 10.800.000 – Rp 10.900.000 per month
"Team Leader Collection Support Quality Assurance, Operations, SeaBank",Jakarta Selatan,PT Bank Seabank Indonesia,16 hari yang lalu,N/A
Staff Export Import,Jakarta Pusat,PT . GPI Logistics,26 hari yang lalu,Rp 5.500.000 – Rp 6.500.000 per month
Media Relation Coordinator,Jakarta Pusat,PT Prodia Widyahusada Tbk,15 hari yang lalu,N/A
Export Import Staff,Jakarta Selatan,PT Lock & Lock Indonesia,22 hari yang lalu,N/A
Area Sales Supervisor - Jakarta,Jakarta Barat,SKINTIFIC,14 hari yang lalu,N/A
Supervisor Procurement,Tangerang Selatan,PT Lombardi Auto Indonesia,19 hari yang lalu,Rp 10.000.000 – Rp 12.000.000 per month
Admin Engineering Project,Jakarta Barat,PT Autoline Jaya Motor,8 hari yang lalu,Rp 6.000.000 – Rp 7.000.000 per month
Construction Manager (Lippo Malls Head Office),Karawaci,PT Lippo Malls Indonesia,13 hari yang lalu,N/A
Depo Manager,Jakarta Utara,PT GFC Indonesia Terminal,21 hari yang lalu,Rp 12.000.000 – Rp 15.000.000 per month
Import - Export document,Jakarta Barat,PT Delta Marine Continents,15 hari yang lalu,N/A
Finance Staff,Jakarta Selatan,PT. LIFETIME DESIGN,6 hari yang lalu,N/A
"Team Leader Collection Support Quality Assurance, Operations, SeaBank",Jakarta Selatan,PT Bank Seabank Indonesia,16 hari yang lalu,N/A
